,id,n_victimas,fecha,aaaa,mm,dd,hora,hh,lugar_del_hecho,tipo_de_calle,calle,altura,cruce,direccion_normalizada,comuna,longitud,latitud,participantes,victima,acusado,Tipo_siniestro
19601,LC-2021-0289619,1,2021-06-22 00:00:00,2021,6,22,04:35:00 p.m.,16,,CALLE,SARMIENTO,2227.0,,SARMIENTO 2227,3,-58.398369394810,-34.605849909624,SD-SD,,,Lesion
19602,LC-2021-0304156,1,2021-06-22 00:00:00,2021,6,22,13:30:00,13,,AVENIDA,RIVADAVIA AV.,0.0,ALBERTI,RIVADAVIA AV. y ALBERTI,3,-58.401784216745,-34.609886634114,PEATON-AUTO,PEATON,AUTO,Lesion
19603,LC-2021-0340852,1,2021-06-22 00:00:00,2021,6,22,09:30:00,9,,,,,,,,,,SD-SD,,,Lesion
19604,LC-2021-0238989,1,2021-06-23 00:00:00,2021,6,23,00:00:00,0,,,,,,,,,,CAMIONETA-CAMIONETA,CAMIONETA,CAMIONETA,Lesion
19605,LC-2021-0285963,1,2021-06-23 00:00:00,2021,6,23,07:15:00,7,,AVENIDA,SAN MARTIN AV.,0.0,"TRELLES, MANUEL R.","SAN MARTIN AV. y TRELLES, MANUEL R.",15,-58.467334188862,-34.602249147493,MOTO-SD,MOTO,,Lesion
19606,LC-2021-0288474,2,2021-06-23 00:00:00,2021,6,23,11:00:00,11,,AVENIDA,REGIMIENTO DE PATRICIOS AV.,0.0,"GARCIA, MARTIN AV.","REGIMIENTO DE PATRICIOS AV. y GARCIA, MARTIN AV.",4,-58.370662234862,-34.629492275574,PEATON-AUTO,PEATON,AUTO,Lesion
19607,LC-2021-0288641,1,2021-06-23 00:00:00,2021,6,23,12:00:00,12,,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,0.0,SALTA,REPUBLICA BOLIVARIANA DE VENEZUELA y SALTA,1,-58.383115712714,-34.614388669541,CAMIONETA-CAMION,CAMIONETA,CAMION,Lesion
19608,LC-2021-0289015,1,2021-06-23 00:00:00,2021,6,23,15:40:00,15,,AVENIDA,CONGRESO AV.,0.0,VIDAL,CONGRESO AV. y VIDAL,13,-58.466218380599,-34.557382980147,PEATON-AUTO,PEATON,AUTO,Lesion
19609,LC-2021-0289099,1,2021-06-23 00:00:00,2021,6,23,00:00:00,0,,,,,,,,,,MOTO-AUTO,MOTO,AUTO,Lesion
19610,LC-2021-0289169,1,2021-06-23 00:00:00,2021,6,23,16:30:00,16,,CALLE,CONCORDIA,0.0,COCHRANE,CONCORDIA y COCHRANE,11,-58.516016340596,-34.584758313143,AUTO-AUTO,AUTO,AUTO,Lesion
19611,LC-2021-0289263,1,2021-06-23 00:00:00,2021,6,23,17:15:00,17,,CALLE,"SALGUERO, JERONIMO",3083.0,,"SALGUERO, JERONIMO 3083",14,-58.404979810902,-34.576962524303,MOTO-AUTO,MOTO,AUTO,Lesion
19612,LC-2021-0289293,1,2021-06-23 00:00:00,2021,6,23,17:49:00,17,,CALLE,MAURE,2900.0,,MAURE 2900,13,-58.445685009317,-34.575716305062,PEATON-SD,PEATON,,Lesion
19613,LC-2021-0289402,1,2021-06-23 00:00:00,2021,6,23,17:52:00,17,,AVENIDA,FOREST AV.,1446.0,,FOREST AV. 1446,15,-58.462919834423,-34.575718842809,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,Lesion
19614,LC-2021-0289413,1,2021-06-23 00:00:00,2021,6,23,18:40:00,18,,AVENIDA,VELEZ SARSFIELD AV.,0.0,OLAVARRIA,VELEZ SARSFIELD AV. y OLAVARRIA,4,-58.389576693324,-34.644102773262,PEATON-AUTO,PEATON,AUTO,Lesion
19615,LC-2021-0289444,1,2021-06-23 00:00:00,2021,6,23,20:00:00,20,,AVENIDA,SAN JUAN AV.,0.0,SOLIS,SAN JUAN AV. y SOLIS,1,-58.389890774287,-34.622634513855,MOTO-AUTO,MOTO,AUTO,Lesion
19616,LC-2021-0289479,1,2021-06-23 00:00:00,2021,6,23,19:10:00,19,,CALLE,MONROE,0.0,O'HIGGINS,MONROE y O'HIGGINS,13,-58.45620772261,-34.556082004876,SD-SD,,,Lesion
19617,LC-2021-0289568,1,2021-06-23 00:00:00,2021,6,23,20:44:00,20,,CALLE,"URQUIZA, GRAL.",0.0,PAVON,"URQUIZA, GRAL. y PAVON",3,-58.408487526633,-34.628331604781,MOTO-SD,MOTO,,Lesion
19618,LC-2021-0289575,1,2021-06-23 00:00:00,2021,6,23,19:50:00,19,,AVENIDA,RIVADAVIA AV.,4879.0,,RIVADAVIA AV. 4879,6,-58.434096480705,-34.617046620976,MOTO-SD,MOTO,,Lesion
19619,LC-2021-0289905,1,2021-06-23 00:00:00,2021,6,23,12:00:00,12,,CALLE,LOS PATOS,0.0,LUZURIAGA,LOS PATOS y LUZURIAGA,4,-58.388868752092,-34.637543343700,PEATON-TAXI,PEATON,TAXI,Lesion
19620,LC-2021-0290865,1,2021-06-23 00:00:00,2021,6,23,07:50:00,7,,AVENIDA,INDEPENDENCIA AV.,0.0,PASCO,INDEPENDENCIA AV. y PASCO,3,-58.397517522223,-34.618461280097,MOTO-AUTO,MOTO,AUTO,Lesion
19621,LC-2021-0290966,1,2021-06-23 00:00:00,2021,6,23,21:20:00,21,,AVENIDA,RIVADAVIA AV.,11531.0,,RIVADAVIA AV. 11531,9,-58.526851950947,-34.639002048908,MOTO-TRANSPORTE PUBLICO,MOTO,TRANSPORTE PUBLICO,Lesion
19622,LC-2021-0333147,1,2021-06-23 00:00:00,2021,6,23,18:30:00,18,,,,,,,,,,SD-SD,,,Lesion
19623,LC-2021-0460707,1,2021-06-23 00:00:00,2021,6,23,12:00:00,12,,,,,,,,,,SD-SD,,,Lesion
19624,LC-2021-0289897,1,2021-06-24 00:00:00,2021,6,24,07:50:00,7,,AVENIDA,LA PLATA AV.,2857.0,,LA PLATA AV. 2857,4,-58.418571382044,-34.647624211662,TAXI-TRANSPORTE PUBLICO,TAXI,TRANSPORTE PUBLICO,Lesion
19625,LC-2021-0289908,1,2021-06-24 00:00:00,2021,6,24,08:20:00,8,,AVENIDA,CRAMER AV.,0.0,OLAZABAL,CRAMER AV. y OLAZABAL,13,-58.462917949579,-34.562901587215,PEATON-AUTO,PEATON,AUTO,Lesion
19626,LC-2021-0289928,1,2021-06-24 00:00:00,2021,6,24,08:14:00,8,,AVENIDA,COBO AV.,0.0,ALBARRACIN,COBO AV. y ALBARRACIN,7,-58.428567897946,-34.641055508080,MOTO-AUTO,MOTO,AUTO,Lesion
19627,LC-2021-0290227,1,2021-06-24 00:00:00,2021,6,24,12:00:00,12,,AVENIDA,BELGRANO AV.,0.0,SAN JOSE,BELGRANO AV. y SAN JOSE,1,-58.386078538811,-34.613433667124,MOTO-AUTO,MOTO,AUTO,Lesion
19628,LC-2021-0290327,1,2021-06-24 00:00:00,2021,6,24,11:50:00,11,,CALLE,"DIAZ, ANA",0.0,CAFAYATE,"DIAZ, ANA y CAFAYATE",8,-58.469631556179,-34.683925162018,MOTO-AUTO,MOTO,AUTO,Lesion
19629,LC-2021-0290358,1,2021-06-24 00:00:00,2021,6,24,12:00:00,12,,CALLE,PATAGONES,0.0,"GARCIA, MANUEL","PATAGONES y GARCIA, MANUEL",4,-58.397031005390,-34.636719382306,MOTO-CAMIONETA,MOTO,CAMIONETA,Lesion
19630,LC-2021-0290408,1,2021-06-24 00:00:00,2021,6,24,12:50:00,12,,CALLE,PIEDRAS,0.0,REPUBLICA BOLIVARIANA DE VENEZUELA,PIEDRAS y REPUBLICA BOLIVARIANA DE VENEZUELA,1,-58.377539083288,-34.613996280265,PEATON-AUTO,PEATON,AUTO,Lesion
19631,LC-2021-0290623,1,2021-06-24 00:00:00,2021,6,24,14:00:00,14,,CALLE,"GARCIA GRANDE DE ZEQUEIRA, SEVERO",0.0,OLIDEN,"GARCIA GRANDE DE ZEQUEIRA, SEVERO y OLIDEN",9,-58.506270260874,-34.651213667577,AUTO-AUTO,AUTO,AUTO,Lesion
19632,LC-2021-0291106,1,2021-06-24 00:00:00,2021,6,24,16:50:00,16,,CALLE,CESPEDES,0.0,ALVAREZ THOMAS AV.,CESPEDES y ALVAREZ THOMAS AV.,15,-58.454863213029,-34.579242755055,MOTO-AUTO,MOTO,AUTO,Lesion
19633,LC-2021-0291140,1,2021-06-24 00:00:00,2021,6,24,17:30:00,17,,AVENIDA,"MORENO, JOSE MARIA AV.",0.0,DIRECTORIO AV.,"MORENO, JOSE MARIA AV. y DIRECTORIO AV.",6,-58.433819705583,-34.628018945895,MOTO-SD,MOTO,,Lesion
19634,LC-2021-0291152,1,2021-06-24 00:00:00,2021,6,24,17:50:00,17,,,,,,,13,-58.44324,-34.541608,MOTO-CAMIONETA,MOTO,CAMIONETA,Lesion
19635,LC-2021-0291181,1,2021-06-24 00:00:00,2021,6,24,18:40:00,18,,AVENIDA,LACARRA AV.,0.0,"DELLEPIANE, LUIS, TTE. GRAL.","LACARRA AV. y DELLEPIANE, LUIS, TTE. GRAL.",9,-58.467398254764,-34.651177578013,SD-SD,,,Lesion
19636,LC-2021-0292200,1,2021-06-24 00:00:00,2021,6,24,14:05:00,14,,AVENIDA,SAN MARTIN AV.,0.0,PAYSANDU,SAN MARTIN AV. y PAYSANDU,15,-58.458935335128,-34.604373182075,MOTO-TAXI,MOTO,TAXI,Lesion
19637,LC-2021-0297208,1,2021-06-24 00:00:00,2021,6,24,19:45:00,19,,AVENIDA,DIRECTORIO AV.,0.0,CARABOBO AV.,DIRECTORIO AV. y CARABOBO AV.,7,-58.454378608686,-34.631499402264,MOTO-SD,MOTO,,Lesion
19638,LC-2021-0297221,1,2021-06-24 00:00:00,2021,6,24,15:45:00,15,,CALLE,CHARCAS,0.0,"DIAZ, CNEL. AV.","CHARCAS y DIAZ, CNEL. AV.",14,-58.412393410248,-34.591750470308,PEATON-SD,PEATON,,Lesion
19639,LC-2021-0297295,1,2021-06-24 00:00:00,2021,6,24,21:30:00,21,,AVENIDA,ALVAREZ JONTE AV.,0.0,ARGERICH,ALVAREZ JONTE AV. y ARGERICH,11,-58.484992573886,-34.609250345744,MOTO-AUTO,MOTO,AUTO,Lesion
19640,LC-2021-0297340,1,2021-06-24 00:00:00,2021,6,24,22:45:00,22,,CALLE,LAVALLE,0.0,"BRAVO, MARIO","LAVALLE y BRAVO, MARIO",5,-58.416145672792,-34.600452328988,MOTO-CAMIONETA,MOTO,CAMIONETA,Lesion
19641,LC-2021-0297364,1,2021-06-24 00:00:00,2021,6,24,19:00:00,19,,CALLE,"BLANES, JUAN MANUEL",26.0,,"BLANES, JUAN MANUEL 26",4,-58.358686545093,-34.627537670559,AUTO-AUTO,AUTO,AUTO,Lesion
19642,LC-2021-0297392,1,2021-06-24 00:00:00,2021,6,24,23:30:00,23,,AVENIDA,"BEIRO, FRANCISCO AV.",4700.0,,"BEIRO, FRANCISCO AV. 4700",11,-58.516643005452,-34.609067547065,MOTO-AUTO,MOTO,AUTO,Lesion
19643,LC-2021-0300472,1,2021-06-24 00:00:00,2021,6,24,14:55:00,14,,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,0.0,LARRAZABAL,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y LARRAZABAL,8,-58.476963967044,-34.672694747235,MOTO-SD,MOTO,,Lesion
19644,LC-2021-0300587,1,2021-06-24 00:00:00,2021,6,24,19:20:00,19,,CALLE,CAÃ‘ADA DE GOMEZ,0.0,ZELARRAYAN,CAÃ‘ADA DE GOMEZ y ZELARRAYAN,8,-58.484190797303,-34.678092537649,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,Lesion
19645,LC-2021-0304416,1,2021-06-24 00:00:00,2021,6,24,13:45:00,13,,CALLE,LINIERS VIRREY,0.0,"GARAY, JUAN DE AV.","LINIERS VIRREY y GARAY, JUAN DE AV.",5,-58.413073792810,-34.630671702757,PEATON-AUTO,PEATON,AUTO,Lesion
19646,LC-2021-0307402,1,2021-06-24 00:00:00,2021,6,24,10:40:00 a.m.,10,,AVENIDA,LA PLATA AV.,0.0,"ALBERDI, JUAN BAUTISTA AV.","LA PLATA AV. y ALBERDI, JUAN BAUTISTA AV.",6,-58.427797026441,-34.622073471294,CAMIONETA-TRANSPORTE PUBLICO,CAMIONETA,TRANSPORTE PUBLICO,Lesion
19647,LC-2021-0307853,1,2021-06-24 00:00:00,2021,6,24,16:00:00,16,,AVENIDA,SAENZ AV.,0.0,TRAFUL,SAENZ AV. y TRAFUL,4,-58.416512816459,-34.651999918550,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,Lesion
19648,LC-2021-0311285,1,2021-06-24 00:00:00,2021,6,24,20:00:00,20,,AVENIDA,SAN MARTIN AV.,0.0,TRES ARROYOS,SAN MARTIN AV. y TRES ARROYOS,15,-58.454002535784,-34.605651234585,SD-SD,,,Lesion
19649,LC-2021-0311796,1,2021-06-24 00:00:00,2021,6,24,17:10:00,17,,,,,,,,,,SD-SD,,,Lesion
19650,LC-2021-0630341,1,2021-06-24 00:00:00,2021,6,24,14:12:00,14,,,,,,,,,,SD-SD,,,Lesion
19651,LC-2021-0297550,1,2021-06-25 00:00:00,2021,6,25,02:43:00,2,,CALLE,GASCON,0.0,DIAZ VELEZ AV.,GASCON y DIAZ VELEZ AV.,5,-58.424678670910,-34.608630025984,MOTO-AUTO,MOTO,AUTO,Lesion
19652,LC-2021-0297573,1,2021-06-25 00:00:00,2021,6,25,05:15:00,5,,CALLE,LINIERS VIRREY,0.0,SAN JUAN AV.,LINIERS VIRREY y SAN JUAN AV.,5,-58.413574467634,-34.625139664968,MOTO-AUTO,MOTO,AUTO,Lesion
19653,LC-2021-0297602,1,2021-06-25 00:00:00,2021,6,25,06:40:00,6,,AVENIDA,RUIZ HUIDOBRO AV.,0.0,"NAON, ROMULO","RUIZ HUIDOBRO AV. y NAON, ROMULO",12,-58.485996975863,-34.550440911487,MOTO-SD,MOTO,,Lesion
19654,LC-2021-0297789,1,2021-06-25 00:00:00,2021,6,25,09:15:00,9,,CALLE,"GONZALEZ, JOAQUIN V.",460.0,,"GONZALEZ, JOAQUIN V. 460",10,-58.481414356703,-34.628169578024,MOTO-CAMIONETA,MOTO,CAMIONETA,Lesion
19655,LC-2021-0300551,1,2021-06-25 00:00:00,2021,6,25,14:50:00,14,,CALLE,ROSARIO,0.0,BARCO CENTENERA DEL,ROSARIO y BARCO CENTENERA DEL,6,-58.441101560324,-34.620823997286,PEATON-AUTO,PEATON,AUTO,Lesion
19656,LC-2021-0300616,2,2021-06-25 00:00:00,2021,6,25,16:45:00,16,,AVENIDA,GAONA AV.,0.0,NAZCA AV.,GAONA AV. y NAZCA AV.,11,-58.474189447735,-34.620496724202,MOTO-MOTO,MOTO,MOTO,Lesion
19657,LC-2021-0300645,1,2021-06-25 00:00:00,2021,6,25,15:10:00,15,,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,0.0,SUAREZ AV.,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,4,-58.377093345924,-34.640350824684,MOTO-AUTO,MOTO,AUTO,Lesion
19658,LC-2021-0300675,1,2021-06-25 00:00:00,2021,6,25,16:00:00,16,,AVENIDA,BRUIX AV.,0.0,TAPALQUE,BRUIX AV. y TAPALQUE,9,-58.491426113732,-34.645847954704,MOTO-SD,MOTO,,Lesion
19659,LC-2021-0300778,1,2021-06-25 00:00:00,2021,6,25,15:30:00,15,,AVENIDA,RUIZ HUIDOBRO AV.,4630.0,,RUIZ HUIDOBRO AV. 4630,12,-58.493114862815,-34.554642145265,PEATON-AUTO,PEATON,AUTO,Lesion
19660,LC-2021-0300822,1,2021-06-25 00:00:00,2021,6,25,16:50:00,16,,AVENIDA,"JUSTO, JUAN B. AV.",0.0,ALVAREZ JONTE AV.,"JUSTO, JUAN B. AV. y ALVAREZ JONTE AV.",10,-58.521081012205,-34.633823090642,MOTO-CAMIONETA,MOTO,CAMIONETA,Lesion
19661,LC-2021-0300852,1,2021-06-25 00:00:00,2021,6,25,00:00:00,0,,AVENIDA,DE LOS CONSTITUYENTES AV.,0.0,NUEVA YORK,DE LOS CONSTITUYENTES AV. y NUEVA YORK,15,-58.488085786590,-34.585550716662,MOTO-CAMIONETA,MOTO,CAMIONETA,Lesion
19662,LC-2021-0301115,1,2021-06-25 00:00:00,2021,6,25,18:50:00,18,,AVENIDA,CORDOBA AV.,4766.0,,CORDOBA AV. 4766,15,-58.432091369639,-34.593191753076,CICLISTA-OBJETO FIJO,CICLISTA,OBJETO FIJO,Lesion
19663,LC-2021-0301172,1,2021-06-25 00:00:00,2021,6,25,19:27:00,19,,GRAL PAZ,"PAZ, GRAL. AV.",0.0,"ALBERDI, JUAN BAUTISTA AV.","PAZ, GRAL. AV. y ALBERDI, JUAN BAUTISTA AV.",9,-58.518399307019,-34.662524884133,MOTO-SD,MOTO,,Lesion
19664,LC-2021-0301265,1,2021-06-25 00:00:00,2021,6,25,17:00:00,17,,AVENIDA,"LUGONES, LEOPOLDO AV.",0.0,DORREGO AV.,"LUGONES, LEOPOLDO AV. y DORREGO AV.",14,-58.416801253224,-34.562340848352,MOTO-AUTO,MOTO,AUTO,Lesion
19665,LC-2021-0301307,1,2021-06-25 00:00:00,2021,6,25,23:10:00,23,,CALLE,CHACABUCO,0.0,CHILE,CHACABUCO y CHILE,1,-58.375980025247,-34.616219075699,AUTO-AUTO,AUTO,AUTO,Lesion
19666,LC-2021-0301370,1,2021-06-25 00:00:00,2021,6,25,23:17:00,23,,,,,,,,,,MOTO-AUTO,MOTO,AUTO,Lesion
19667,LC-2021-0301399,2,2021-06-25 00:00:00,2021,6,25,23:05:00,23,,CALLE,BULNES,133.0,,BULNES 133,5,-58.418482862383,-34.609246487561,MOTO-MOTO,MOTO,MOTO,Lesion
19668,LC-2021-0301761,1,2021-06-25 00:00:00,2021,6,25,07:35:00,7,,GRAL PAZ,"PAZ, GRAL. AV.",0.0,DE LOS CONSTITUYENTES AV.,"PAZ, GRAL. AV. y DE LOS CONSTITUYENTES AV.",12,-58.509930461176,-34.56919739421,SD-SD,,,Lesion
19669,LC-2021-0303770,1,2021-06-25 00:00:00,2021,6,25,13:30:00,13,,CALLE,"DE LA TORRE, LISANDRO",0.0,"ALBERDI, JUAN BAUTISTA AV.","DE LA TORRE, LISANDRO y ALBERDI, JUAN BAUTISTA AV.",9,-58.507923613066,-34.656090077734,MOTO-AUTO,MOTO,AUTO,Lesion
19670,LC-2021-0303843,1,2021-06-25 00:00:00,2021,6,25,11:20:00,11,,AVENIDA,ASAMBLEA AV.,623.0,,ASAMBLEA AV. 623,7,-58.434603104690,-34.634208880052,PEATON-AUTO,PEATON,AUTO,Lesion
19671,LC-2021-0303984,1,2021-06-25 00:00:00,2021,6,25,18:40:00,18,,AVENIDA,FOREST AV.,0.0,ZARRAGA,FOREST AV. y ZARRAGA,15,-58.462376652995,-34.576032065884,SD-TAXI,,TAXI,Lesion
19672,LC-2021-0301538,1,2021-06-26 00:00:00,2021,6,26,07:30:00,7,,CALLE,GALVAN,0.0,"BALBIN, RICARDO, DR. AV.","GALVAN y BALBIN, RICARDO, DR. AV.",12,-58.495679493236,-34.555300606022,MOTO-CAMIONETA,MOTO,CAMIONETA,Lesion
19673,LC-2021-0301689,1,2021-06-26 00:00:00,2021,6,26,10:30:00,10,,CALLE,"OLAGUER Y FELIU, VIRREY",2628.0,,"OLAGUER Y FELIU, VIRREY 2628",13,-58.453255916391,-34.568704284874,PEATON-AUTO,PEATON,AUTO,Lesion
19674,LC-2021-0301942,1,2021-06-26 00:00:00,2021,6,26,13:30:00,13,,AVENIDA,LA PLATA AV.,1700.0,,LA PLATA AV. 1700,5,-58.424420165454,-34.635581714091,MOTO-AUTO,MOTO,AUTO,Lesion
19675,LC-2021-0302102,1,2021-06-26 00:00:00,2021,6,26,17:00:00,17,,AVENIDA,GAONA AV.,0.0,SEGUROLA AV.,GAONA AV. y SEGUROLA AV.,10,-58.490220727319,-34.627701928561,PEATON-TAXI,PEATON,TAXI,Lesion
19676,LC-2021-0302155,1,2021-06-26 00:00:00,2021,6,26,16:30:00,16,,AVENIDA,DEL LIBERTADOR AV.,0.0,RODRIGUEZ PEÃ‘A,DEL LIBERTADOR AV. y RODRIGUEZ PEÃ‘A,2,-58.385028782426,-34.587034850969,MOTO-AUTO,MOTO,AUTO,Lesion
19677,LC-2021-0302394,1,2021-06-26 00:00:00,2021,6,26,21:50:00,21,,AVENIDA,DIRECTORIO AV.,1617.0,,DIRECTORIO AV. 1617,6,-58.449788893859,-34.630192167191,MOTO-AUTO,MOTO,AUTO,Lesion
19678,LC-2021-0302402,1,2021-06-26 00:00:00,2021,6,26,21:10:00,21,,AVENIDA,SANTA FE AV.,0.0,JUNIN,SANTA FE AV. y JUNIN,2,-58.397373606482,-34.595559047148,MOTO-AUTO,MOTO,AUTO,Lesion
19679,LC-2021-0302447,1,2021-06-26 00:00:00,2021,6,26,23:08:00,23,,CALLE,MAURE,0.0,CHARLONE,MAURE y CHARLONE,15,-58.450287386618,-34.583346654786,CICLISTA-AUTO,CICLISTA,AUTO,Lesion
19680,LC-2021-0302462,1,2021-06-26 00:00:00,2021,6,26,23:30:00,23,,CALLE,GASCON,0.0,ROCAMORA,GASCON y ROCAMORA,5,-58.423575094551,-34.599115657349,MOTO-SD,MOTO,,Lesion
19681,LC-2021-0303268,1,2021-06-26 00:00:00,2021,6,26,23:30:00,23,,CALLE,SALTA,0.0,INDEPENDENCIA AV.,SALTA e INDEPENDENCIA AV.,1,-58.383017688006,-34.617733294945,MOTO-AUTO,MOTO,AUTO,Lesion
19682,LC-2021-0305414,1,2021-06-26 00:00:00,2021,6,26,22:45:00,22,,CALLE,MORENO,2800.0,,MORENO 2800,3,-58.405240774724,-34.613602685692,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,Lesion
19683,LC-2021-0318542,1,2021-06-26 00:00:00,2021,6,26,12:00:00,12,,AVENIDA,AVELLANEDA AV.,0.0,SAN NICOLAS,AVELLANEDA AV. y SAN NICOLAS,10,-58.479820532946,-34.628536254405,SD-SD,,,Lesion
19684,LC-2021-0302536,1,2021-06-27 00:00:00,2021,6,27,01:10:00,1,,CALLE,CASTRO BARROS,0.0,SAN JUAN AV.,CASTRO BARROS y SAN JUAN AV.,5,-58.418827276769,-34.625831630512,SD-SD,,,Lesion
19685,LC-2021-0302590,3,2021-06-27 00:00:00,2021,6,27,00:10:00,0,,GRAL PAZ,"PAZ, GRAL. AV.",0.0,LOS ROBLES,"PAZ, GRAL. AV. y LOS ROBLES",8,-58.488679948315,-34.683773853459,AUTO-AUTO,AUTO,AUTO,Lesion
19686,LC-2021-0302641,2,2021-06-27 00:00:00,2021,6,27,07:40:00,7,,AVENIDA,SAN JUAN AV.,0.0,BOEDO AV.,SAN JUAN AV. y BOEDO AV.,5,-58.416101386509,-34.625436235603,MOTO-AUTO,MOTO,AUTO,Lesion
19687,LC-2021-0302654,1,2021-06-27 00:00:00,2021,6,27,06:30:00,6,,CALLE,MURGUIONDO,0.0,"CHILAVERT, MARTINIANO, CORONEL","MURGUIONDO y CHILAVERT, MARTINIANO, CORONEL",8,-58.470071151645,-34.681320415083,CAMIONETA-SD,CAMIONETA,,Lesion
19688,LC-2021-0302680,1,2021-06-27 00:00:00,2021,6,27,09:30:00,9,,GRAL PAZ,"PAZ, GRAL. AV.",0.0,"HUGO, VICTOR","PAZ, GRAL. AV. y HUGO, VICTOR",10,-58.531070946567,-34.614655568553,TRANSPORTE PUBLICO-SD,TRANSPORTE PUBLICO,,Lesion
19689,LC-2021-0302735,2,2021-06-27 00:00:00,2021,6,27,11:05:00,11,,CALLE,RUIZ DE LOS LLANOS,0.0,LASCANO,RUIZ DE LOS LLANOS y LASCANO,10,-58.517482720792,-34.628463859399,CAMIONETA-AUTO,CAMIONETA,AUTO,Lesion
19690,LC-2021-0302958,3,2021-06-27 00:00:00,2021,6,27,14:50:00,14,,CALLE,SANTANDER,2100.0,,SANTANDER 2100,7,-58.447940662164,-34.639875616715,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,Lesion
19691,LC-2021-0303172,1,2021-06-27 00:00:00,2021,6,27,16:30:00,16,,AVENIDA,PASEO COLON AV.,0.0,SAN JUAN AV.,PASEO COLON AV. y SAN JUAN AV.,1,-58.368315324260,-34.621686301429,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,Lesion
19692,LC-2021-0303184,1,2021-06-27 00:00:00,2021,6,27,20:00:00,20,,AVENIDA,RIVADAVIA AV.,0.0,OLIDEN,RIVADAVIA AV. y OLIDEN,9,-58.517409823784,-34.639136179642,MOTO-AUTO,MOTO,AUTO,Lesion
19693,LC-2021-0303253,1,2021-06-27 00:00:00,2021,6,27,21:09:00,21,,CALLE,"BRAVO, MARIO",0.0,CORDOBA AV.,"BRAVO, MARIO y CORDOBA AV.",14,-58.416002875807,-34.597854205101,SD-SD,,,Lesion
19694,LC-2021-0303305,1,2021-06-27 00:00:00,2021,6,27,21:00:00,21,,AVENIDA,SAN MARTIN AV.,0.0,"TRELLES, MANUEL R.","SAN MARTIN AV. y TRELLES, MANUEL R.",15,-58.467334188862,-34.602249147493,MOTO-AUTO,MOTO,AUTO,Lesion
19695,LC-2021-0304785,1,2021-06-27 00:00:00,2021,6,27,13:30:00,13,,CALLE,CERVANTES,0.0,"GONZALEZ, ELPIDIO","CERVANTES y GONZALEZ, ELPIDIO",10,-58.505767986604,-34.624458033638,AUTO-AUTO,AUTO,AUTO,Lesion
19696,LC-2021-0303422,1,2021-06-28 00:00:00,2021,6,28,05:14:00,5,,AVENIDA,PASEO COLON AV.,0.0,INDEPENDENCIA AV.,PASEO COLON AV. e INDEPENDENCIA AV.,1,-58.369801708390,-34.617164579149,MOTO-AUTO,MOTO,AUTO,Lesion
19697,LC-2021-0303598,1,2021-06-28 00:00:00,2021,6,28,09:30:00,9,,CALLE,COMBATE DE LOS POZOS,0.0,PAVON,COMBATE DE LOS POZOS y PAVON,3,-58.392310006723,-34.626453946358,MOTO-AUTO,MOTO,AUTO,Lesion
19698,LC-2021-0303689,1,2021-06-28 00:00:00,2021,6,28,10:00:00,10,,AVENIDA,"URQUIZA, GRAL.",0.0,SAN JUAN AV.,"URQUIZA, GRAL. y SAN JUAN AV.",3,-58.408877935115,-34.624599555344,SD-SD,,,Lesion
19699,LC-2021-0303967,1,2021-06-28 00:00:00,2021,6,28,13:09:00,13,,AVENIDA,"GOYENA, PEDRO AV.",330.0,,"GOYENA, PEDRO AV. 330",6,-58.431804427131,-34.625794672692,MOTO-SD,MOTO,,Lesion
19700,LC-2021-0303978,1,2021-06-28 00:00:00,2021,6,28,10:00:00,10,,CALLE,"URQUIZA, GRAL.",1211.0,,"URQUIZA, GRAL. 1211",3,-58.409074548312,-34.624801776589,PEATON-AUTO,PEATON,AUTO,Lesion
19701,LC-2021-0304021,1,2021-06-28 00:00:00,2021,6,28,13:28:00,13,,AVENIDA,"CHUTRO, PEDRO, PROF., DR.",0.0,ALMAFUERTE AV.,"CHUTRO, PEDRO, PROF., DR. y ALMAFUERTE AV.",4,-58.413053235623,-34.642581101705,SD-SD,,,Lesion
